Title,Authors,Year,Journal,DOI,Source
"Ammonia line strengths and N2-, O2-, Ar-, He-, and self-broadening coefficients in the v2 band near 10.4 µm","Sulaiman A. Alturaifi, Eric L. Petersen",2021,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2021.107516,CrossRef
The problem of applying modern uncertainty concepts to the measurement of instrument specific parameters,"J. Wirandi, A. Lauber, W. Kulesza",2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594601,CrossRef
Erratum to: Uncertainty factor: an alternative way to express measurement uncertainty in chemical measurement,"Michael H. Ramsey, Stephen L. R. Ellison",2015,Accreditation and Quality Assurance,10.1007/s00769-015-1118-3,CrossRef
"Line broadening, line shifting, and line coupling effects on N2–H2O stimulated Raman spectra","J. Bonamy, D. Robert, J. M. Hartmann, M. L. Gonze, R. Saint-Loup, H. Berger",1989,The Journal of Chemical Physics,10.1063/1.457461,CrossRef
Uncertainty in measurement for the calibration of the shock sensitivity of impact hammers,"Michael Kobusch, Leonard Klaus",2025,Measurement: Sensors,10.1016/j.measen.2024.101742,CrossRef
Evaluation of measurement uncertainty using mixed distribution for conducted emission measurements,"Aleksandar Kovačević, Dragoljub Brkić, Predrag Osmokrović",2011,Measurement,10.1016/j.measurement.2010.12.006,CrossRef
Modified uncertainty estimation of antenna factor measurement by standard site method,"Mikulas Bittera, Viktor Smiesko, Karol Kovac",2012,Measurement,10.1016/j.measurement.2011.07.002,CrossRef
AMUEM 2005 - Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement [13 May 2005],,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594585,CrossRef
Special Cases in Measurement Process Capability,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.1007/978-3-446-42955-0_10,CrossRef
"Broadening of the J=3←2 spectral line of carbon monoxide by pressure of CO, N2 and O2","M.A. Koshelev, V.N. Markov",2009,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2009.02.005,CrossRef
Conceptual uncertainty of measurement errors,V. I. Sobolev,1996,Measurement Techniques,10.1007/bf02375751,CrossRef
Measurements of Foreign Gas Pressure Shift and Broadening Effects in the (1-0) Band of CO with N2 and Ar,"N. Anselm, K.M.T. Yamada, R. Schieder, G. Winnewisser",1993,Journal of Molecular Spectroscopy,10.1006/jmsp.1993.1234,CrossRef
Lifetime Broadening of a Nuclear Magnetic Resonance Peak under Minimal Length Uncertainty Analysis,A. Farmany,2010,Acta Physica Polonica A,10.12693/aphyspola.117.454,CrossRef
Bayesian inference,,2002,Series in Measurement Science and Technology,10.1201/9781420034363.ch6,CrossRef
Evaluating the Measurement Uncertainty,Ignacio Lira,2002,Series in Measurement Science and Technology,10.1201/9781420034363,CrossRef
"N2-, H2-, and He-induced collisional broadening of the J=24←23 transition of HC3N located near 218.3GHz at different temperatures","Jean-Marcel Colmont, François Rohart, Georges Wlodarczak",2007,Journal of Molecular Spectroscopy,10.1016/j.jms.2006.11.007,CrossRef
Three Response Types for Broadening the Conception of Mathematical Problem Solving in Computerized Tests,"Randy Elliot Bennett, Mary Morley, Dennis Quardt",2000,Applied Psychological Measurement,10.1177/01466210022031769,CrossRef
The determination and the uncertainty of a prover's base volume,József Györy,1984,Measurement,10.1016/0263-2241(84)90052-6,CrossRef
"Air-broadening in near-infrared carbon dioxide line shapes: Quantifying contributions from O2, N2, and Ar","Erin M. Adkins, David A. Long, Joseph T. Hodges",2021,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2021.107669,CrossRef
Broadening the Vision of Professional Entry: Synthesis of Section I,"Ida M. Lawrence, Drew H. Gitomer",2009,Measurement Issues and Assessment for Teaching Quality,10.4135/9781483329857.n5,CrossRef
Geometrical product specifications (GPS). Coordinate measuring machines (CMM). Technique for determining the uncertainty of measurement,,,,10.3403/30198174,CrossRef
Reducing the uncertainty in real-time impedance measurements,"L. Angrisani, L. Ferrigno",2001,Measurement,10.1016/s0263-2241(01)00024-0,CrossRef
Geometrical product specifications (GPS). Coordinate measuring machines (CMM). Technique for determining the uncertainty of measurement,,,,10.3403/30198174u,CrossRef
A Measurement of $W$ ($\gamma$) and $Z$ ($\gamma$) Cross-Sections in the Muon Channel in $\sqrt{s}$ = 1.8-TeV $\bar{p} p$ Collisions,Christopher B. Luchini,1994,,10.2172/1372836,CrossRef
Point-plane distance as model for uncertainty evaluation of coordinate measurement,Wojciech Płowucha,2020,Metrology and Measurement Systems,10.24425/mms.2020.134843,CrossRef
New accurate calculations of ozone line-broadening by O2 and N2,"J.M. Hartmann, C. Camy-Peyret, J.M. Flaud, J. Bonamy, D. Robert",1988,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/0022-4073(88)90050-7,CrossRef
Development of the Concept of Uncertainty in Measurement and Revision of Guide to the Expression of Uncertainty in Measurement. Part 1. Reasons and Probability-Theoretical Bases of the Revision,"N. Y. Efremova, A. G. Chunovkina",2017,Measurement Techniques,10.1007/s11018-017-1195-2,CrossRef
Measurement uncertainty of transmission line resistance calculation using ‘Guide to the Expression of Uncertainty in Measurement’ and adaptive Monte–Carlo method,"Ivan Tolić, Kruno Miličević, Amir Tokić",2017,"IET Science, Measurement &amp; Technology",10.1049/iet-smt.2016.0269,CrossRef
Measurement uncertainty of the target scattering parameters built in the uncertainty estimation of ESD simulator,J. Sroka,,IEEE International Symposium on Electromagnetic Compatibility,10.1109/isemc.2002.1032812,CrossRef
Capability Study of Attribute Measurement Processes,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.006,CrossRef
The proper reporting of uncertainty,Swanand Rishi,2024,A Practical Handbook on Measurement Uncertainty,10.1088/978-0-7503-6462-1ch33,CrossRef
Influencing Factors on the Measurement Process,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.004,CrossRef
Uncertainty Estimation I [breaker page],,2006,Proceedings of the 2006 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2006),10.1109/amyem.2006.1650744,CrossRef
Comparison of the Monte Carlo and guide to uncertainty in measurement methods in estimating measurement uncertainty: Indirect measurement of the CaMV35S promoter in mixed samples of genetically modified soybean,"Jun Song, Bei Niu, Dong Wang, Fuli Zhang",2018,Food Control,10.1016/j.foodcont.2018.02.010,CrossRef
"5 Measurement Assurance: Distances, Crime Scenes, and Firearms",,2016,Measurement Uncertainty in Forensic Science,10.1201/9781315400907-6,CrossRef
Uncertainty of Measurements. Part 2,É. A. Golubev,2003,Measurement Techniques,10.1023/b:mete.0000014432.78953.4c,CrossRef
Quantifying Model Uncertainty Using Measurement Uncertainty Standards,"Xiaoping Du, Harsheel Shah",2011,"Volume 5: 37th Design Automation Conference, Parts A and B",10.1115/detc2011-47865,CrossRef
"16O3 N2-, O2-, Air-Pressure Broadening Coefficients γ0 and Temperature Exponent n for the Submillimeter Wave Transitions at 544.8575 and 625.371 GHz","Guy Guelachvili, Nathalie Picqué",2019,Molecular Constants Mostly from Infrared Spectroscopy,10.1007/978-3-662-57960-2_152,CrossRef
A Hybrid Approach of Uncertainty Analysis for Performance Measurement of Water Distribution System,"Krishna Khatri, Kalanithy Vairavamoorthy",2011,"Vulnerability, Uncertainty, and Risk",10.1061/41170(400)102,CrossRef
"Appropriate rather than representative sampling, based on acceptable levels of uncertainty",Michael H. Ramsey,2002,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_30,CrossRef
Measurement of the Gamma Angle at the B Factories: Status and Prospects,m Zito,2005,,10.2172/839742,CrossRef
Measurement of the CKM Angles {alpha} and {gamma} at the BABAR Experiment,K Ford,2004,,10.2172/829729,CrossRef
"6229. Measurement of the ionisation coefficients in binary and ternary mixtures of CO2, N2 and He",,1986,Vacuum,10.1016/0042-207x(86)90496-3,CrossRef
Measurement uncertainty/measurement reliability,"Roger Wood, Anders Nilsson, Harriet Wallin",1998,Quality in The Food Analysis Laboratory,10.1039/9781847551788-00125,CrossRef
Grey bootstrap method of evaluation of uncertainty in dynamic measurement,"Xintao Xia, Xiaoyang Chen, Yongzhen Zhang, Zhongyu Wang",2008,Measurement,10.1016/j.measurement.2007.10.008,CrossRef
Estimation of Measurement Uncertainty in Engine Tests Based on Nato Agard Uniform Engine Test Program,,,,10.4271/air4979,CrossRef
Uncertainty of Measurements. Part 1,É. A. Golubev,2003,Measurement Techniques,10.1023/b:mete.0000010778.00355.bc,CrossRef
Typical Questions about Measurement Process Capability,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.012,CrossRef
Study of detailed deviation zone considering coordinate metrology uncertainty,"Saeed Jamiolahmadi, Ahmad Barari",2018,Measurement,10.1016/j.measurement.2016.12.032,CrossRef
"Influence of vision measurement system spatial configuration on measurement uncertainty, based on the example of electric traction application","Jacek Dominik Skibicki, Slawomir Judek",2018,Measurement,10.1016/j.measurement.2017.11.022,CrossRef
Optimal Gas Analyzer Concentration Measurement in the Presence of Parametric Uncertainty,A. N. Dmitrienko,2001,Measurement Techniques,10.1023/a:1010989317866,CrossRef
Gamma Ray Measurement Information Barriers for the FMTT Demonstration System,"J K Wolford, Jr",2000,,10.2172/792745,CrossRef
Evaluation of accurate uncertainty of measurement of L subshell ionization cross-sections,"Shashank Singh, Soumya Chatterjee, D. Mitra, T. Nandi",2022,Measurement,10.1016/j.measurement.2021.110322,CrossRef
Improvement of Measurement Uncertainty of THz Waveguide Vector Network Analyzers,Masahiro Horibe,2021,2021 96th ARFTG Microwave Measurement Conference (ARFTG),10.1109/arftg49670.2021.9425171,CrossRef
Estimation of uncertainty in impedance measurement at narrow and broadband microwave frequencies,"Ram Swarup, P.S Negi, R.L Mendiratta",2003,Measurement,10.1016/s0263-2241(02)00041-6,CrossRef
How to Handle Incapable Measurement Processes,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.011,CrossRef
Measurement uncertainty of torque measurements with rotating torque transducers in power test stands,"Georg Wegener, Jürgen Andrae",2007,Measurement,10.1016/j.measurement.2006.08.001,CrossRef
Estimation of Measurement Uncertainty in Engine Tests Based on NATO AGARD Uniform Engine Test Program,,,,10.4271/air4979a,CrossRef
Evaluation of magnetic influence and uncertainty in weight mass measurement,"Sai Huang, Cheng Peng, Wensong Jiang, Zai Luo, Jian Wang",2025,Measurement,10.1016/j.measurement.2024.115930,CrossRef
Evaluation and management procedure of measurement uncertainty in new generation geometrical product specification (GPS),"Peng Heping, Jiang Xiangqian",2009,Measurement,10.1016/j.measurement.2008.10.009,CrossRef
Uncertainty and traceable calibration – how modern measurement concepts improve product quality in process industry,"Jenny Wirandi, Alexander Lauber",2006,Measurement,10.1016/j.measurement.2006.01.008,CrossRef
Determining environmental noise measurement uncertainty in the context of the Italian legislative framework,"Alessandro Ruggiero, Domenico Russo, Paolo Sommella",2016,Measurement,10.1016/j.measurement.2016.07.007,CrossRef
The use of measurement uncertainty and precision data in conformity assessment of automotive fuel products,"D. Theodorou, F. Zannikos",2014,Measurement,10.1016/j.measurement.2013.12.029,CrossRef
Multiphase Flow Measurement Using Multiple Energy Gamma Ray Absorption (MEGRA) Composition Measurement,"A.M. Scheers, W.F.J. Slijkerman",1996,SPE Annual Technical Conference and Exhibition,10.2118/36593-ms,CrossRef
"Emissions of Nitrous Oxide (N2O) and Di-Nitrogen (N2) from the Agricultural Landscapes, Sources, Sinks, and Factors Affecting N2O and N2 Ratios","M. Zaman, M.L. Nguyen, M. imek, S. Nawaz, M.J. Khan, M.N. Babar, S. Zam",2012,"Greenhouse Gases - Emission, Measurement and Management",10.5772/32781,CrossRef
Assessment of measurement result uncertainty in determination of  210 Pb with the focus on matrix composition effect in gamma-ray spectrometry,"A.R. Iurian, A. Pitois, G. Kis-Benedek, A. Migliori, R. Padilla-Alvarez, A. Ceccatelli",2016,Applied Radiation and Isotopes,10.1016/j.apradiso.2015.11.067,CrossRef
J-Dependence of the N2- and O2-Pressure Broadening Coefficients Observed for NNO ν1+ν3 Band as Expressed by Rational Functions,"Koichi M.T Yamada, Takeshi Watanabe, Masashi Fukabori",2002,Journal of Molecular Spectroscopy,10.1006/jmsp.2002.8683,CrossRef
Measurement and Modeling of Blocking Contacts for Cadmium Telluride Gamma Ray Detectors,Patrick R Beck,,,10.15368/theses.2009.180,CrossRef
Measurement of the CKM Angles alpha and gamma at the BaBar Experiment,V. Lombardo,2007,,10.2172/908761,CrossRef
Alternative approaches in uncertainty evaluation,Swanand Rishi,2024,A Practical Handbook on Measurement Uncertainty,10.1088/978-0-7503-6462-1ch34,CrossRef
Uncertainty in end-point tension measurement in wires subject to high-velocity impact,"R. Da Forno, B. Saggin",1995,Measurement,10.1016/0263-2241(95)00013-b,CrossRef
N2- and O2-broadening coefficients in the ν2 and ν5 bands of 12CH3F at 183 and 298K,"Christophe Lerot, Ghislain Blanquet, Jean-Pierre Bouanich, Jacques Walrand, Muriel Lepère",2006,Journal of Molecular Spectroscopy,10.1016/j.jms.2005.11.004,CrossRef
Uncertainty Estimation II [breaker page],,2006,Proceedings of the 2006 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2006),10.1109/amyem.2006.1650748,CrossRef
Novel Method on n2 Measurement of Organic Dyes,"Shiva Shahin, Khanh Kieu, Seth R. Marder, Robert A. Norwood, Nasser Peyghambarian",2013,CLEO: 2013,10.1364/cleo_si.2013.cw3b.7,CrossRef
"Guidance for the use of repeatability, reproducibility and trueness estimates in measurement uncertainty estimation",,,,10.3403/30191983,CrossRef
Assessment of uncertainty in calibration and use of flow measurement devices,,,,10.3403/01054630u,CrossRef
Measurement Error and Uncertainty,Connie M. Borror,2014,Wiley StatsRef: Statistics Reference Online,10.1002/9781118445112.stat04144,CrossRef
"Guidance for the use of repeatability, reproducibility and trueness estimates in measurement uncertainty evaluation",,,,10.3403/30344873,CrossRef
Special Cases in Measurement Process Capability,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.010,CrossRef
2007 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,,2007,,10.1109/amuem12481.2007,CrossRef
Social Norm Uncertainty: Measurement Using Coordination Games and Behavioral Relevance,Johann Vedelago,,,10.2139/ssrn.4843724,CrossRef
Uncertainty analysis for measurement of measurand,"Hung-Chia Chen, Pei-Chen Wu, Jing-Ye Huang, Lin-An Chen",2010,Measurement,10.1016/j.measurement.2010.07.001,CrossRef
Gamma Ray Log,,1994,"Theory, Measurement, and Interpretation of Well Logs",10.2118/9781555630560-07,CrossRef
Study of lifetimes of nuclear levels by Doppler broadening attenuation using a Ge(Li) gamma-ray spectrometer,"A.L. Catz, S. Amiel",1967,Nuclear Physics A,10.1016/0375-9474(67)90686-0,CrossRef
Berechnung der Messunsicherheit – Teil 2: Unsicherheitskomponenten eines Messverfahrens/Calculation of measurement uncertainty – Part 2: Uncertainty components of a measurement method,"Cornelia Wippich, Katrin Pitzke, Jana Dospil, Jörg Rissler",2023,Gefahrstoffe,10.37544/0949-8036-2023-05-06-37,CrossRef
"Measurement, error and uncertainty",,2012,Data Analysis for Physical Scientists,10.1017/cbo9781139005258.007,CrossRef
Conservatism of treatment of Type A errors,,2013,Measurement Uncertainty and Probability,10.1017/cbo9781139135085.024,CrossRef
"Guidance for the use of repeatability, reproducibility and trueness estimates in measurement uncertainty evaluation",,,,10.3403/30191983u,CrossRef
Separating Measurement Error and Signal in Environmental Data: Use of Replicates to Address Uncertainty,,,,10.1021/acs.est.3c02231.s003,CrossRef
Measurement Uncertainty,Han Haitjema,2016,CIRP Encyclopedia of Production Engineering,10.1007/978-3-642-35950-7_6599-3,CrossRef
Miscellaneous Topics,,2016,Measurement Uncertainty in Forensic Science,10.1201/9781315400907-17,CrossRef
Electromagnetic compatibility (EMC),,,,10.3403/30487098u,CrossRef
Measurement Uncertainty and Consumer Risk,,,,10.4271/air6553,CrossRef
Practice for Estimation of Measurement Uncertainty for Data from Regression-based Methods,,,,10.1520/d7366,CrossRef
Electromagnetic compatibility (EMC),,,,10.3403/30487098,CrossRef
Tracked Changes. Application of measurement uncertainty to conformity assessment activities in the electrotechnical sector,,,,10.3403/30473229,CrossRef
The sum of normal and uniform variates,,2013,Measurement Uncertainty and Probability,10.1017/cbo9781139135085.022,CrossRef
The Theory of Evidence,,,Springer Series in Reliability Engineering,10.1007/978-0-387-46328-5_3,CrossRef
Measurement Uncertainty in Chemical Analysis,,2003,,10.1007/978-3-662-05173-3,CrossRef
Uncertainty Analysis,,2014,Measurement and Data Analysis for Engineering and Science,10.1201/b16918-17,CrossRef
MEASUREMENT UNCERTAINTY IN SOUND INSULATION,"B WHITFIELD, J FENLON, L CHURCH",2024,Acoustics 2024,10.25144/23708,CrossRef
UNCERTAINTY OF MEASUREMENT,,2005,Laboratory Auditing for Quality and Regulatory Compliance,10.1201/b14268-59,CrossRef
"Guidance for the use of repeatability, reproducibility and trueness estimates in measurement uncertainty estimation",,,,10.3403/03076532u,CrossRef
"Metrology, its role in today's world",T J Quinn,,Evaluating the Measurement Uncertainty,10.1887/0750308400/b1099c1,CrossRef
Uncertainty Analysis,,2010,Measurement and Data Analysis for Engineering and Science,10.1201/b14890-12,CrossRef
Measurement Uncertainty in One-Of-A-Kind Event Data Analysis,Hanna Makaruk,2020,,10.2172/1641545,CrossRef
"Guidance for the use of repeatability, reproducibility and trueness estimates in measurement uncertainty estimation",,,,10.3403/03076532,CrossRef
Conclusion,Masatoshi Kajita,2019,"Measurement, Uncertainty and Lasers",10.1088/2053-2563/ab0373ch7,CrossRef
Practice for Estimation of Measurement Uncertainty for Data from Regression-based Methods,,,,10.1520/d7366-08,CrossRef
Probing the natural broadening of hydrogen atom spectrum based on the minimal length uncertainty,"Abbas Farmany, Shahryar Abbasi, Ali Naghipour",2007,Physics Letters B,10.1016/j.physletb.2007.04.050,CrossRef
Measurement of total gamma absorption for high energy gamma rays,"F. Kitatani, H. Harada, K. Y. Hara, H. Utsunomiya, S. Goko, T. Kaihori, H. Toyokawa",2007,ND2007,10.1051/ndata:07407,CrossRef
Measurement of the \gamma  \gamma \ast  \rightarrow  \pi 0 transition form factor,M. Dubrovin,2010,Proceedings of Light Cone 2010: Relativistic Hadronic and Particle Physics — PoS(LC2010),10.22323/1.119.0060,CrossRef
Measurement of band broadening in size exclusion chromatography,"R. Groh, I. Halasz",1981,Analytical Chemistry,10.1021/ac00232a007,CrossRef
Foundational Concepts,,2016,Measurement Uncertainty in Forensic Science,10.1201/9781315400907-12,CrossRef
Uncertainty of Measurement,,2019,CIRP Encyclopedia of Production Engineering,10.1007/978-3-662-53120-4_300729,CrossRef
Line broadening in gravitational radiation from gamma-ray bursts,"Maurice H. P. M. van Putten, Hyun Kyu Lee, Chul H. Lee, Hongsu Kim",2004,Physical Review D,10.1103/physrevd.69.104026,CrossRef
"Measurement, Uncertainty, and the Dataspace",Nathan Miller,2011,Oz,10.4148/2378-5853.1488,CrossRef
Separating Measurement Error and Signal in Environmental Data: Use of Replicates to Address Uncertainty,,,,10.1021/acs.est.3c02231.s002,CrossRef
Practice for Estimation of Measurement Uncertainty for Data from Regression-based Methods,,,,10.1520/d7366-08r19,CrossRef
Bandwidth broadening of shielding effectiveness measurement by KEC method,"Hongliang Gu, Hiroyuki Arai, Seiichi Izumi, Toshiyasu Tanaka",2013,2013 Asia-Pacific Microwave Conference Proceedings (APMC),10.1109/apmc.2013.6694888,CrossRef
Uncertainty budgeting for range calibration,"Rüdiger Kessel, Raghu N. Kacker, Klaus-Dieter Sommer",2012,Measurement,10.1016/j.measurement.2011.12.001,CrossRef
Separating Measurement Error and Signal in Environmental Data: Use of Replicates to Address Uncertainty,,,,10.1021/acs.est.3c02231.s001,CrossRef
Assessment of uncertainty in calibration and use of flow measurement devices,,,,10.3403/01054630,CrossRef
Practice for Estimation of Measurement Uncertainty for Data from Regression-based Methods,,,,10.1520/d7366-08r13,CrossRef
Evaluation of Uncertainty in Direct Measurements,"Pedro Paulo Novellino do Rosario, Alexandre Mendes",2025,Metrology and Measurement Uncertainty,10.1007/978-3-031-82303-9_5,CrossRef
Dynamic uncertainty and digital inverse model synthesis,"Antonello Monti, Ferdinanda Ponci",2009,2009 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2009.5207589,CrossRef
What about reproducibility in uncertainty evaluation?,Swanand Rishi,2024,A Practical Handbook on Measurement Uncertainty,10.1088/978-0-7503-6462-1ch13,CrossRef
"Measurement, Uncertainty, and the Dataspace",Nathan Miller,2011,Oz,10.4148/0888-7802.1488,CrossRef
The gamma constant and the gamma equivalent in dosimetry,"B. M. Isaev, �. M. Tsenter",1980,Measurement Techniques,10.1007/bf00824126,CrossRef
Uncertainty of Measurement,,2014,CIRP Encyclopedia of Production Engineering,10.1007/978-3-642-20617-7_100500,CrossRef
Measurement Uncertainty in Ultrasonic Exposimetry,Marvin C. Ziskin,2020,Ultrasonic Exposimetry,10.4324/9780429272547-14,CrossRef
An alternative to a symmetric beta distribution,,2013,Measurement Uncertainty and Probability,10.1017/cbo9781139135085.025,CrossRef
Breath Alcohol,,2016,Measurement Uncertainty in Forensic Science,10.1201/9781315400907-16,CrossRef
Uncertainty evaluation in dithered ADC-based instruments,"Filippo Attivissimo, Nicola Giaquinto, Mario Savino",2008,Measurement,10.1016/j.measurement.2007.02.008,CrossRef
Measurement Errors and Uncertainty,"PPL Regtien, F van der Heijden, MJ Korsten, W Olthius",2004,Measurement Science for Engineers,10.1016/b978-190399658-4/50004-6,CrossRef
Uncertainty Effects of Data Compression in Measurement Applications,V. Cacciatore,2006,2006 IEEE Instrumentation and Measurement Technology Conference Proceedings,10.1109/imtc.2006.236543,CrossRef
An MCMC algorithm based on GUM Supplement 1 for uncertainty evaluation,A.B. Forbes,2012,Measurement,10.1016/j.measurement.2012.01.018,CrossRef
Uncertainty evaluation for aneroid barometer measurement. Part I. “Guide to the expression of uncertainty in measurement method”,"Mingming Wei, Chunhua Wen, Yinbao Cheng, Shun Yao, Ling Hong, Taocheng Zhou",2025,Review of Scientific Instruments,10.1063/5.0233766,CrossRef
The roundness deviation measurement with CMM,"Bartosz Gapinski, Miroslaw Rucki",2008,2008 IEEE Iinternational Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2008.4589944,CrossRef
Is the estimation of measurement uncertainty a viable alternative to validation?,Stephan Küppers,1998,Validation in Chemical Measurement,10.1007/3-540-27034-5_14,CrossRef
The uncertainty analysis of bridge displacement in computer vision,"Haifeng Wen, Peize Dong, Ruikun Dong",2023,Measurement,10.1016/j.measurement.2023.113559,CrossRef
The law of propagation of uncertainty,Swanand Rishi,2024,A Practical Handbook on Measurement Uncertainty,10.1088/978-0-7503-6462-1ch7,CrossRef
The use of uncertainty estimates of test results in comparisons with acceptance limits,Hans Andersson,2002,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_14,CrossRef
Uncertainty analysis of Learning-from-Examples algorithms,"M. Gubian, D. Petri",2008,2008 IEEE Iinternational Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2008.4589931,CrossRef
Distribution propagation in estimating measurement uncertainty,É. A. Golubev,2008,Measurement Techniques,10.1007/s11018-008-9014-4,CrossRef
Classification of the Uncertainty of Measurements,É. A. Golubev,2003,Measurement Techniques,10.1023/b:mete.0000018720.53489.57,CrossRef
Waveguide Measurement Uncertainty,Nosherwan Shoaib,2017,PoliTO Springer Series,10.1007/978-3-319-44772-8_2,CrossRef
A self-adaptive method for the assessment of dynamic measurement uncertainty,"Jun Wang, Huaxia Deng, Yimin Wu, Mengchao Ma, Xiang Zhong",2022,Measurement,10.1016/j.measurement.2022.111116,CrossRef
A technique based on uncertainty analysis to qualify the design of measurement systems,"C. De Capua, S. De Falco, A. Liccardo, R. Morello",2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594614,CrossRef
Experimental sensitivity analysis applied to sample preparation uncertainties: are ruggedness tests enough for measurement uncertainty estimates?,"John R. Cowles, Simon Daily, Stephen L. R. Ellison, William A. Hardcastle, Carole Williams",2003,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_31,CrossRef
Uncertainty of calibration of 2D planar Coordinate Measuring Machine,"Ryoshu Furutani, Miyu Ozaki",2012,Measurement,10.1016/j.measurement.2011.10.034,CrossRef
Uncertainty evaluation in time-dependent measurements,"Maria Almeida Silva, Conceição Amado, Álvaro Ribeiro, Dália Loureiro",2022,Measurement,10.1016/j.measurement.2022.111196,CrossRef
Critical Metrological Evaluation of Fuel Analyses by Measurement Uncertainty,Elcio de Oliveira,2011,Metrology and Measurement Systems,10.2478/v10178-011-0006-4,CrossRef
Error analysis and uncertainty estimation for a millimeter-wave phase-shift measurement system at 325 GHz,"T.Y. Wu, Y.L. Lu",2015,Measurement,10.1016/j.measurement.2014.09.051,CrossRef
Complex S-parameter measurement and its uncertainty evaluation on a vector network analyzer,"Kamlesh Patel, P.S. Negi, P.C. Kothari",2009,Measurement,10.1016/j.measurement.2008.04.010,CrossRef
Uncertainty of nitrogen determination by the Kjeldahl method,"Thomas Anglov, Inge M. Petersen, Jesper Kristiansen",2003,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_49,CrossRef
The Guide to Expression of Uncertainty in Measurement Approach for Estimating Uncertainty,Jesper Kristiansen,2003,Clinical Chemistry,10.1373/clinchem.2003.021469,CrossRef
The uncertainty of measured autocorrelation functions,P.M.T. Broersen,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594612,CrossRef
Expression of uncertainty I [breaker page],,2006,Proceedings of the 2006 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2006),10.1109/amyem.2006.1650736,CrossRef
Measurement of ion temperature in N2/Ar and O2/Ar ECR plasma,M KOGA,2004,Vacuum,10.1016/s0042-207x(04)00072-7,CrossRef
"Prediction of measurement standard values to improve uncertainty, under well-defined drift conditions","Mauricio Sáchica-Avellaneda, Alexander Martínez-López",2021,Measurement: Sensors,10.1016/j.measen.2021.100082,CrossRef
Platinum resistance thermometry: the conceptual difference between calibration uncertainty and measurement uncertainty,M Tischler,2006,Metrologia,10.1088/0026-1394/43/6/n04,CrossRef
Reactive sputtering of InP in N2 and N2/O2 plasmas,"C. S. Sundararaman, H. Lafontaine, S. Poulin, A. Mouton, J. F. Currie",1991,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena",10.1116/1.585446,CrossRef
LNG mass flow measurement uncertainty reduction using calculated Young’s modulus and Poisson’s ratio for Coriolis flowmeters,"Thomas Y. Wu, Asaad Kenbar",2022,Measurement,10.1016/j.measurement.2021.110413,CrossRef
"Shock-tube study of pressure broadening of the A2∑+ - X2Π (0,0) band of OH by Ar and N2","E.C. Rea, A.Y. Chang, R.K. Hanson",1987,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/0022-4073(87)90015-x,CrossRef
Intensities and N2 collision-broadening coefficients measured for selected H2O absorption lines between 715 and 732 nm,"T.D. Wilkerson, G. Schwemmer, B. Gentry, L.P. Giver",1979,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/0022-4073(79)90069-4,CrossRef
A Bayesian approach to evaluating uncertainty of inaccurate categorical measurements,"Tamar Gadrich, Emil Bashkansky",2016,Measurement,10.1016/j.measurement.2016.05.043,CrossRef
